product1_DefaultCallProtocol;product1_ListenPort;product1_DefaultTransportProtocol;product1_Encryption;product1_SipZrtpAttribute;product1_AudioCodec;product1_VideoCodec;product1_Resolution;product1_SipMode;product1_H323Mode;product1_MTU;product1_DefaultCallRate;product1_MaxReceivedCallRate;product1_MaxTransmitedCallRate;product2_DefaultCallProtocol;product2_ListenPort;product2_DefaultTransportProtocol;product2_Encryption;product2_SipZrtpAttribute;product2_AudioCodec;product2_VideoCodec;product2_Resolution;product2_SipMode;product2_H323Mode;product2_MTU;product2_DefaultCallRate;product2_MaxReceivedCallRate;product2_MaxTransmitedCallRate;State
h323;on;auto;on;true;pcmu-8000;h264;720;off;off;1181;575;1755;3422;googletalk;off;tls;off;false;pcmu-8000;h264;1080;on;off;538;4565;2792;1110;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;1137;2399;1800;235;ippi;off;auto;besteffort;auto;auto;ulpfec;240;on;on;531;4565;2792;1110;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;on;on;1489;4846;744;87;googletalk;on;auto;besteffort;auto;silk-8000;vp8;240;off;on;707;498;684;3897;Failed
h323;on;auto;on;true;pcmu-8000;h264;720;off;off;852;575;1755;4462;googletalk;off;tls;off;false;pcmu-8000;rtx;720;on;off;538;4898;4437;541;Failed
ippi;on;tls;off;false;speex-16000;h264;240;off;on;1228;4889;2760;1557;googletalk;on;tcp;off;false;pcma-8000;auto;720;off;off;663;2573;684;4368;Connected
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;on;on;1489;4846;744;87;googletalk;on;auto;besteffort;auto;silk-8000;vp8;240;off;on;707;498;684;3897;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;on;1489;4573;576;120;iptel.org;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;312;461;550;Failed
h323;on;auto;on;true;pcmu-8000;h264;720;off;off;1181;575;1755;3422;googletalk;on;tls;off;false;pcmu-8000;h264;1080;on;off;538;4898;4437;541;Failed
ippi;off;auto;besteffort;auto;silk-24000;rtx;1080;on;on;1489;4846;744;87;googletalk;on;auto;besteffort;auto;silk-8000;vp8;240;off;on;707;498;684;3897;Failed
h323;on;auto;off;true;pcmu-8000;h264;720;off;off;1107;484;1755;3422;googletalk;off;tls;off;false;pcmu-8000;h264;1080;on;off;538;4565;2792;1110;Connected
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;1107;575;1755;3422;googletalk;off;tls;off;false;pcmu-8000;h264;1080;on;off;538;4898;1741;541;Failed
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;852;1270;1931;4655;googletalk;off;tls;besteffort;false;pcmu-8000;h264;1080;on;off;538;4898;4437;541;Connected
ippi;on;tls;off;false;speex-16000;h264;240;off;on;1228;4889;3267;1557;googletalk;on;udp;off;false;pcma-8000;auto;1080;off;off;663;3118;631;4345;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;off;on;1489;4016;576;2793;googletalk;on;auto;besteffort;auto;amr-wb-16000;vp8;360;off;on;663;169;95;3897;Failed
iptel.org;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1107;575;1755;3422;googletalk;off;tls;off;false;pcmu-8000;h264;720;on;off;538;4565;2792;1110;Connected
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;890;1904;2675;3301;googletalk;on;tls;on;false;pcma-8000;ulpfec;1080;on;on;590;4565;2792;1110;Failed
ippi;on;auto;off;auto;speex-16000;h264;360;off;on;864;2958;576;2793;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;240;on;on;735;4661;473;1110;Failed
ippi;on;auto;off;auto;pcmu-8000;h264;480;off;on;916;1904;2637;3722;googletalk;on;tls;off;false;pcma-8000;h264;1080;on;off;538;4898;4437;541;Connected
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;off;1489;4016;576;120;iptel.org;on;auto;besteffort;auto;auto;ulpfec;240;off;on;707;2209;684;847;Failed
h323;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;852;575;1755;4462;googletalk;off;tls;off;false;pcmu-8000;rtx;720;on;off;538;4565;2792;847;Failed
ippi;on;tcp;off;true;speex-16000;h264;360;off;on;852;1968;1300;2055;googletalk;on;udp;on;false;pcma-8000;auto;1080;off;on;707;4112;336;4368;Failed
ippi;on;tcp;off;true;speex-16000;h264;1080;off;on;1059;1938;2675;4655;googletalk;on;tls;on;false;pcma-8000;h264;240;off;on;707;3118;461;3897;Failed
ippi;on;tcp;off;true;speex-16000;h264;240;off;on;864;1938;2675;4655;googletalk;on;tls;on;false;pcma-8000;auto;360;on;off;663;4052;169;559;Failed
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;852;1270;1931;4655;googletalk;off;tls;off;false;pcmu-8000;rtx;1080;on;off;538;4565;2792;541;Connected
ippi;on;tls;off;false;speex-16000;h264;720;off;on;1228;1968;4955;2055;googletalk;on;tcp;off;false;pcma-8000;auto;360;on;on;723;4859;473;4647;Failed
ippi;on;auto;besteffort;true;speex-16000;h264;360;off;on;1009;4016;576;1507;googletalk;on;tcp;besteffort;auto;pcma-8000;auto;240;off;on;663;4859;473;4368;Failed
ippi;on;tls;off;false;speex-16000;h264;480;off;on;1228;4889;1281;1557;googletalk;on;tcp;off;false;pcma-8000;auto;1080;on;off;663;3118;631;4345;Failed
ippi;on;tcp;off;true;speex-16000;h264;360;off;on;852;1968;1755;2055;googletalk;on;tcp;off;false;pcma-8000;auto;480;on;on;523;4117;473;1110;Connected
ippi;on;tcp;off;true;speex-16000;h264;360;off;on;852;1968;1755;2055;googletalk;on;tcp;off;false;pcma-8000;auto;480;on;on;523;4117;473;3900;Failed
ippi;on;tls;off;true;speex-16000;h264;720;off;on;1228;4889;2760;1557;googletalk;on;tcp;off;false;pcma-8000;auto;1080;off;off;552;3789;684;4368;Connected
ippi;on;auto;besteffort;auto;pcmu-8000;h264;240;off;off;852;2024;1755;3236;googletalk;on;tls;on;false;pcma-8000;ulpfec;360;on;on;620;2573;711;3112;Failed
ippi;on;auto;besteffort;true;speex-16000;h264;480;off;on;1059;4235;1535;571;googletalk;on;udp;off;false;pcma-8000;auto;1080;off;off;654;2517;461;3897;Connected
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;off;on;1498;4573;576;120;iptel.org;on;auto;besteffort;auto;pcma-8000;ulpfec;240;off;on;625;3118;631;3897;Failed
iptel.org;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;1107;1153;1755;3422;googletalk;off;tls;off;false;pcmu-8000;ulpfec;1080;on;off;538;4565;2792;1110;Failed
googletalk;on;auto;besteffort;false;silk-24000;red;1080;off;on;1489;4016;576;2793;googletalk;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;570;4959;711;1110;Failed
ippi;on;auto;off;auto;silk-24000;rtx;1080;off;on;1489;4573;576;120;iptel.org;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;312;684;4368;Failed
ippi;on;auto;besteffort;auto;silk-24000;red;1080;off;on;1489;2958;576;2793;googletalk;on;auto;besteffort;auto;pcma-8000;vp8;240;on;on;735;4661;473;1110;Failed
ippi;on;tls;off;false;speex-16000;h264;480;off;on;1059;4235;576;2793;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;240;on;on;735;4661;473;1110;Failed
ippi;on;tcp;besteffort;true;pcmu-8000;h264;720;off;off;1107;575;1755;3422;googletalk;off;tls;off;false;pcmu-8000;h264;720;on;off;538;4565;2792;1110;Connected
ippi;on;auto;besteffort;true;silk-24000;h264;360;off;on;1462;4846;744;87;googletalk;on;udp;off;false;pcma-8000;auto;1080;off;off;663;2573;91;4368;Failed
ippi;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1366;1904;1962;4655;googletalk;on;tls;off;false;pcmu-8000;ulpfec;720;on;off;663;2573;1642;883;Failed
ippi;on;auto;besteffort;auto;silk-24000;h264;720;off;off;852;1270;2072;4655;googletalk;off;tls;on;false;pcmu-8000;ulpfec;1080;on;off;549;4655;4089;559;Failed
icq;off;auto;besteffort;false;silk-24000;rtx;1080;on;on;1489;4016;576;120;h323;on;udp;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;312;684;4368;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;1137;2399;1800;188;ippi;off;auto;off;auto;pcmu-8000;ulpfec;720;on;off;538;4565;2792;1110;Failed
ippi;on;auto;besteffort;auto;speex-16000;h264;720;off;on;1032;3652;2675;3768;googletalk;on;tls;on;false;pcma-8000;h264;1080;on;off;538;4898;2792;1110;Connected
ippi;on;auto;besteffort;auto;silk-24000;ulpfec;1080;off;on;502;4016;576;219;googletalk;on;tls;on;false;pcma-8000;ulpfec;360;on;on;620;2573;711;3112;Failed
ippi;on;auto;besteffort;auto;silk-24000;rtx;360;off;on;1489;4016;576;120;googletalk;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;634;3118;461;3859;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;off;1498;4016;576;120;ippi;on;udp;besteffort;auto;ilbc-8000;ulpfec;240;off;on;523;4859;473;1110;Failed
h323;on;auto;on;true;pcmu-8000;h264;720;off;off;1181;575;1755;4462;googletalk;off;tls;off;false;pcmu-8000;ulpfec;720;on;off;538;4565;2792;1110;Failed
ippi;on;udp;off;false;speex-16000;h264;240;off;on;1059;4235;1136;2476;googletalk;on;udp;on;false;pcma-8000;auto;1080;off;on;523;4859;473;1215;Failed
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;763;1904;2358;3236;googletalk;on;tls;on;false;pcma-8000;ulpfec;1080;on;off;658;2573;711;3112;Connected
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;763;1904;2358;4462;googletalk;off;tls;besteffort;false;pcma-8000;ulpfec;1080;on;off;538;4998;2792;541;Connected
ippi;on;tcp;off;false;speex-16000;h264;240;off;on;1228;4889;2760;1557;googletalk;on;auto;besteffort;false;pcma-8000;ulpfec;240;on;off;586;2209;157;847;Failed
googletalk;on;auto;besteffort;auto;silk-24000;h264;1080;off;off;1159;2399;4877;235;ippi;off;auto;besteffort;auto;auto;ulpfec;240;on;on;707;2573;4969;883;Failed
ippi;on;tcp;off;true;speex-16000;red;1080;off;off;1323;1904;2675;4655;googletalk;on;tcp;on;false;pcma-8000;ulpfec;1080;on;off;538;4565;2792;1110;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;1489;4405;576;4932;aim;on;auto;besteffort;auto;auto;ulpfec;240;on;on;570;3863;473;559;Failed
ippi;on;auto;besteffort;auto;silk-24000;vp8;1080;off;on;1498;4016;576;219;googletalk;on;udp;besteffort;auto;pcma-8000;auto;240;off;on;654;2517;461;3897;Failed
ippi;on;auto;besteffort;auto;silk-24000;red;360;off;on;502;4016;3108;219;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;240;off;on;663;3118;631;4345;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;off;1498;4016;576;4840;iptel.org;on;auto;besteffort;auto;amr-wb-16000;ulpfec;240;off;on;735;4661;473;3897;Failed
googletalk;on;auto;besteffort;true;speex-16000;h264;240;off;on;1082;4016;548;1577;googletalk;on;tcp;off;false;pcma-8000;auto;240;off;on;707;4568;711;847;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;890;1904;2675;3301;ippi;off;auto;besteffort;auto;pcmu-8000;ulpfec;1080;on;on;707;4112;473;423;Failed
ippi;on;auto;besteffort;auto;silk-24000;red;720;off;on;502;4016;576;219;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;240;off;on;654;2517;461;3897;Failed
ippi;on;auto;besteffort;auto;silk-24000;vp8;480;off;on;1498;4016;576;219;googletalk;on;udp;besteffort;auto;pcma-8000;auto;240;off;on;654;2517;461;3897;Failed
icq;on;udp;off;false;speex-16000;h264;240;off;on;1228;4889;2760;1557;googletalk;on;tcp;off;false;pcma-8000;auto;1080;off;on;523;4117;473;1110;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;on;1489;4573;576;120;iptel.org;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;3118;461;3897;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;on;1489;4573;576;120;googletalk;on;udp;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;312;684;1110;Failed
ippi;on;auto;besteffort;true;speex-16000;h264;360;off;on;1059;4235;1136;2476;googletalk;on;udp;on;false;pcma-8000;auto;1080;off;on;523;4859;473;1215;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;on;1489;4573;576;120;iptel.org;on;auto;besteffort;auto;ilbc-8000;ulpfec;360;off;on;663;169;95;3897;Failed
ippi;on;tls;off;false;speex-16000;h264;480;off;on;1228;4889;2760;1557;googletalk;on;tcp;off;false;pcma-8000;auto;1080;off;off;654;2517;461;3897;Failed
ippi;on;tcp;besteffort;true;speex-16000;h264;240;off;on;1228;4016;548;1577;googletalk;on;tcp;off;false;pcma-8000;auto;240;off;on;707;4568;684;4368;Connected
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;off;1489;4573;1755;3422;googletalk;off;tls;off;false;pcmu-8000;ulpfec;1080;on;off;538;4565;2792;1110;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;off;1498;4573;3289;2412;ippi;on;auto;besteffort;false;auto;ulpfec;240;on;on;658;4859;473;559;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;off;off;1489;4405;576;4932;aim;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;169;95;3897;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;360;off;on;1489;4016;576;120;googletalk;on;tcp;besteffort;false;pcma-8000;ulpfec;1080;on;off;625;3118;631;3897;Failed
ippi;on;udp;besteffort;auto;silk-24000;red;1080;off;on;1489;4016;576;2793;googletalk;on;auto;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;312;684;4368;Failed
ippi;on;auto;besteffort;auto;pcmu-8000;h264;480;off;off;1366;1904;2637;4462;googletalk;on;auto;besteffort;false;pcma-8000;h264;1080;on;on;658;4959;711;943;Failed
ippi;on;tcp;besteffort;auto;silk-24000;rtx;1080;off;off;1489;4846;576;4932;aim;on;auto;besteffort;auto;auto;ulpfec;240;on;on;570;3863;473;559;Failed
ippi;on;auto;off;true;speex-16000;h264;360;off;on;1009;4016;576;1507;googletalk;on;tcp;besteffort;auto;pcma-8000;auto;240;off;on;663;4859;473;559;Connected
ippi;on;auto;on;true;pcmu-8000;h264;480;off;off;1366;1904;2637;3722;googletalk;off;tls;off;false;pcmu-8000;h264;1080;on;off;538;4898;4437;541;Failed
googletalk;on;udp;off;false;speex-16000;h264;1080;off;on;1223;4016;576;219;googletalk;on;udp;besteffort;auto;pcma-8000;auto;240;off;on;707;4112;473;423;Connected
h323;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;763;1904;2358;3236;googletalk;on;tls;on;false;pcmu-8000;ulpfec;1080;on;off;538;4565;2792;1110;Connected
googletalk;on;auto;besteffort;auto;silk-24000;h264;360;off;on;1462;4846;744;87;googletalk;on;udp;off;false;pcma-8000;ulpfec;1080;off;off;663;2573;91;277;Failed
ippi;on;auto;besteffort;auto;speex-16000;h264;720;off;on;1032;1904;2675;3768;googletalk;on;tls;on;false;pcma-8000;h264;1080;on;off;538;4898;2792;1110;Connected
googletalk;on;auto;besteffort;auto;silk-24000;h264;1080;off;off;1137;2399;4877;235;ippi;off;auto;besteffort;auto;auto;ulpfec;720;off;on;674;2897;2940;847;Failed
ippi;on;tls;off;false;speex-16000;h264;720;off;on;1228;1904;1962;4655;googletalk;off;tls;off;false;pcma-8000;h264;1080;on;off;557;4565;748;1110;Failed
ippi;on;auto;besteffort;auto;silk-24000;rtx;1080;on;on;1489;4016;576;3059;h323;on;udp;besteffort;auto;ilbc-8000;ulpfec;240;off;on;707;312;684;3900;Failed
ippi;on;auto;besteffort;true;speex-16000;h264;360;off;on;1059;4235;1136;2476;googletalk;on;udp;on;false;pcma-8000;ulpfec;1080;on;off;538;4565;4610;1110;Failed
ippi;on;auto;off;true;speex-16000;h264;480;off;off;1323;1904;2675;4655;googletalk;on;tcp;on;false;pcma-8000;ulpfec;1080;on;off;538;4565;2792;1110;Failed
ippi;on;auto;off;true;speex-16000;h264;720;off;off;1107;1153;1755;3422;googletalk;off;tls;off;false;pcmu-8000;ulpfec;1080;on;off;538;4565;2792;1110;Failed
googletalk;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;852;1904;2637;3722;googletalk;on;tls;besteffort;false;pcmu-8000;ulpfec;1080;on;off;538;4565;2792;1110;Failed
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;763;1904;2358;4462;googletalk;off;tls;on;false;pcma-8000;ulpfec;1080;on;off;538;4998;711;541;Failed
googletalk;on;auto;besteffort;auto;silk-24000;h264;1080;on;off;890;4235;576;2793;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;240;on;on;735;2113;473;1110;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1366;4506;2647;4655;googletalk;on;tls;off;false;pcmu-8000;ulpfec;720;on;off;663;2573;4969;883;Failed
ippi;on;auto;besteffort;auto;silk-24000;h264;720;off;on;1032;1904;2072;4655;googletalk;off;tls;besteffort;false;pcmu-8000;ulpfec;1080;on;on;570;3863;473;559;Failed
ippi;on;auto;besteffort;auto;silk-24000;rtx;1080;off;on;1489;4846;744;87;googletalk;on;udp;off;false;pcma-8000;auto;1080;off;off;564;4859;711;1080;Connected
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;1489;4405;576;4932;aim;on;auto;besteffort;auto;auto;ulpfec;240;off;on;707;312;684;4368;Failed
ippi;on;tls;off;false;speex-16000;h264;1080;off;on;1228;4889;2760;1557;googletalk;on;auto;off;false;pcma-8000;auto;720;off;off;663;2573;684;4526;Connected
ippi;on;auto;besteffort;auto;silk-24000;red;1080;on;off;1489;4573;576;120;iptel.org;on;auto;besteffort;auto;ilbc-8000;ulpfec;360;off;on;663;169;95;3897;Failed
ippi;on;auto;besteffort;auto;pcmu-8000;h264;720;off;on;1059;4235;1136;2476;googletalk;on;udp;off;false;pcma-8000;auto;1080;on;on;707;2209;684;4368;Failed
googletalk;on;auto;besteffort;auto;silk-24000;rtx;1080;off;on;1489;4405;1800;235;ippi;off;auto;besteffort;auto;auto;ulpfec;240;on;on;658;4859;473;559;Failed
ippi;on;tcp;besteffort;false;silk-24000;rtx;1080;off;on;1489;4846;744;87;googletalk;on;udp;off;false;pcma-8000;auto;240;off;on;663;3118;631;1215;Failed
googletalk;on;auto;besteffort;auto;silk-24000;auto;360;off;on;1489;4016;3605;120;googletalk;on;tls;off;false;pcma-8000;h264;1080;on;off;634;3118;711;4726;Connected
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;1489;4405;576;4932;aim;on;auto;besteffort;auto;auto;ulpfec;240;on;off;658;2209;157;847;Failed
iptel.org;on;auto;besteffort;auto;silk-24000;red;1080;off;off;1489;4405;1800;235;ippi;off;auto;besteffort;auto;auto;ulpfec;240;on;on;658;4859;473;559;Failed
ippi;on;auto;off;true;speex-16000;h264;1080;off;on;831;1904;2675;4887;googletalk;on;udp;off;false;pcma-8000;auto;1080;off;on;707;4568;711;847;Connected
icq;on;auto;besteffort;true;silk-24000;red;1080;on;off;1489;1968;4436;4655;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;1080;on;on;542;3148;711;1110;Connected
googletalk;on;auto;besteffort;auto;silk-24000;h264;720;off;off;1095;4573;3289;120;iptel.org;on;auto;besteffort;auto;auto;ulpfec;240;off;on;523;4859;473;1215;Failed
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;703;1439;2524;4655;googletalk;off;tls;off;false;pcmu-8000;rtx;720;off;on;707;2573;4969;883;Connected
ippi;on;auto;off;auto;speex-16000;h264;360;off;on;864;1938;2675;4655;googletalk;on;tls;on;false;pcma-8000;h264;1080;on;off;538;4898;2792;1110;Failed
icq;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;1489;4016;576;761;googletalk;on;tcp;besteffort;false;pcma-8000;ulpfec;1080;on;off;625;3118;631;883;Failed
ippi;on;auto;off;true;pcmu-8000;h264;720;off;off;1107;484;1755;3422;googletalk;off;tls;off;false;pcmu-8000;h264;720;on;on;531;4565;2792;1110;Connected
ippi;on;auto;besteffort;auto;silk-24000;h264;1080;off;off;1366;1904;2637;4462;googletalk;on;auto;besteffort;auto;pcma-8000;ulpfec;1080;on;on;542;3148;711;1110;Failed
ippi;on;tls;off;false;speex-16000;h264;240;off;on;1228;1904;1962;4655;googletalk;off;tls;off;false;pcma-8000;h264;1080;on;off;557;4565;2792;1110;Connected
ippi;on;auto;off;false;speex-16000;h264;240;off;on;776;1938;2675;4655;googletalk;on;tls;off;false;pcma-8000;auto;1080;on;on;570;3863;473;559;Failed
googletalk;on;auto;besteffort;auto;silk-24000;red;1080;on;off;918;4405;576;4932;googletalk;on;auto;besteffort;auto;pcmu-8000;ulpfec;720;off;on;533;4661;118;3897;Failed
ippi;on;auto;off;auto;silk-24000;h264;1080;off;on;1228;4889;2760;1557;googletalk;on;tcp;off;false;pcma-8000;auto;1080;off;off;654;2517;461;3897;Connected
googletalk;on;auto;besteffort;auto;silk-24000;h264;720;off;off;1095;4573;3289;120;iptel.org;on;auto;besteffort;auto;auto;ulpfec;240;off;off;538;4998;711;1110;Failed
googletalk;on;auto;off;auto;silk-24000;rtx;1080;off;off;1137;4573;3289;2412;ippi;on;auto;besteffort;auto;auto;ulpfec;720;on;on;723;3118;631;1215;Failed
googletalk;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;852;4016;576;4285;googletalk;on;udp;besteffort;auto;pcma-8000;auto;360;off;on;707;4945;631;1110;Failed
ippi;on;udp;besteffort;auto;ilbc-8000;h264;720;off;off;1366;1904;1962;4655;googletalk;on;tls;off;false;pcmu-8000;ulpfec;720;on;off;663;2573;1642;883;Failed
ippi;on;auto;besteffort;auto;pcmu-8000;h264;720;off;off;760;1904;2637;4655;googletalk;on;tls;on;false;pcma-8000;auto;1080;off;on;674;4220;473;1215;Failed
h323;on;auto;besteffort;true;pcmu-8000;h264;720;off;off;1032;1904;2675;4655;googletalk;on;auto;besteffort;false;pcma-8000;ulpfec;1080;on;off;542;2571;2792;1110;Connected
